$GPRMC,065744,A,097.131,N,04348.901,E,43.2,37.3,131082,,,*00
$GPRMC,200010,A,6618.874,N,01352.499,E,11.0,158.4,210993,,,*09
$GPRMC,222358,A,2323.066,N,05042.288,W,37.8,189.1,180161,,,*1C
$GPRMC,224510,A,6211.474,N,04816.430,E,94.2,41.6,221281,,,*38
$GPRMC,123218,A,0750.556,S,14920.908,W,84.8,200.2,180698,,,*04
$GPRMC,155309,A,2748.578,N,16932.557,E,56.6,207.3,100461,,,*00
$GPRMC,011457,A,5256.623,N,12243.747,W,41.6,20.2,130821,,,*2E
$GPRMC,185925,A,4458.907,S,02616.088,E,60.9,129.5,100389,,,*1D
$GPRMC,031417,A,4833.652,N,13841.163,W,6.0,63.8,171181,,,*11
$GPRMC,135122,A,0212.636,S,0102.388,E,76.2,77.4,290679,,,*E3
$GPRMC,211607,A,6635.715,N,15827.308,W,94.6,124.1,010305,,,*1D
$GPRMC,044713,A,0549.761,N,17629.861,E,64.4,37.7,271159,,,*34
$GPRMC,190142,A,445.744,S,0229.597,E,45.7,349.6,170886,,,*1D
$GPRMC,215336,A,426.235,S,00523.031,E,54.7,92.8,250295,,,*12
$GPRMC,045226,A,766.607,N,01119.646,E,14.2,96.4,240490,,,*0B
$GPRMC,073340,V,6354.907,S,15132.931,W,93.4,43.2,190433,,,*28
$GPRMC,061946,A,1118.563,N,08928.672,W,97.6,116.4,011146,,,*17
$GPRMC,122600,A,4840.092,S,03940.581,W,82.2,63.7,290142,,,*3E
$GPRMC,013757,A,3615.867,N,10514.195,E,13.0,347.5,141036,,,*04
$GPRMC,021843,A,182.127,N,10623.430,W,95.0,115.1,190270,,,*24
$GPRMC,082209,A,8736.910,S,1401.878,E,12.0,272.6,110199,,,*2F
$GPRMC,140045,A,8444.006,N,01120.971,E,13.3,226.1,261048,,,*F2
$GPRMC,190448,V,6412.209,S,05750.971,W,13.8,158.3,231172,,,*1A
$GPRMC,043904,A,4928.860,S,03215.973,W,16.9,69.1,090130,,,*3E
$GPRMC,142043,A,0546.160,S,01838.254,E,8.4,195.7,111079,,,*24
$GPRMC,072532,A,0441.055,S,10017.576,W,83.5,119.2,130116,,,*0C
$GPRMC,124200,A,798.654,S,07855.201,W,98.4,144.5,190468,,,*35
$GPRMC,015512,A,2123.495,S,07521.018,W,57.4,338.0,160795,,,*F3
$GPRMC,091424,A,1228.646,N,13850.025,W,85.6,261.5,080633,,,*19
$GPRMC,095514,A,3151.622,N,0492.244,E,52.4,277.4,230175,,,*37
$GPRMC,051706,A,2017.213,S,13528.744,W,71.0,80.3,041292,,,*34
$GPRMC,074813,A,816.098,S,17332.511,E,7.9,102.0,060628,,,*1D
$GPRMC,095505,A,8022.651,S,0937.742,W,20.5,346.6,060279,,,*3E
$GPRMC,084048,A,1739.363,N,10641.612,E,3.5,295.3,270294,,,*3D
$GPRMC,132301,A,6157.592,S,0268.303,E,29.0,90.7,011203,,,*1D
$GPRMC,234632,A,1939.488,N,1279.948,W,67.3,329.0,310836,,,*2A
$GPRMC,000250,A,3636.513,S,1423.732,W,0.0,309.1,230734,,,*06
$GPRMC,002210,A,4128.413,S,12956.240,E,93.2,164.5,270929,,,*12
$GPRMC,110124,A,0115.194,S,09011.672,E,30.8,44.9,121059,,,*DB
$GPRMC,052349,A,4915.021,N,14952.998,W,52.2,6.2,100390,,,*19
$GPRMC,192612,A,7131.530,S,12326.485,E,47.0,347.5,150446,,,*18
$GPRMC,171820,A,7424.998,N,06233.904,W,67.9,235.0,040865,,,*19
$GPRMC,154140,A,6859.239,N,12738.217,W,83.8,296.6,031229,,,*14
$GPRMC,195619,A,1722.138,S,11351.563,E,93.3,198.4,280172,,,*17
$GPRMC,094016,A,0116.928,N,08223.578,W,43.5,262.9,221208,,,*1B
$GPRMC,120039,A,7432.689,S,06141.547,W,6.0,309.4,190288,,,*34
$GPRMC,203728,A,167.835,S,17249.795,W,47.2,200.4,050138,,,*36
$GPRMC,022526,A,4525.025,S,01847.032,E,17.1,267.5,120358,,,*E4
$GPRMC,034131,A,5056.865,N,14512.527,E,8.4,351.9,040100,,,*C3
$GPRMC,211015,A,5610.401,S,1201.768,W,23.9,303.7,130127,,,*3D
$GPRMC,091124,A,3227.621,N,02028.791,E,10.3,73.9,301194,,,*39
$GPRMC,164102,A,2736.517,S,1145.973,W,81.1,31.7,110533,,,*09
$GPRMC,093609,A,1221.848,N,1549.487,W,99.6,143.5,070705,,,*20
$GPRMC,184454,A,1324.917,S,16043.946,E,24.1,207.9,291127,,,*11
$GPRMC,155547,A,5523.606,S,15713.634,W,80.6,241.4,290397,,,*03
$GPRMC,055013,A,1916.839,N,02955.070,W,69.8,223.0,170890,,,*EC
$GPRMC,183115,V,8756.333,N,1643.629,W,71.4,63.1,301089,,,*0C
